0.000 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.968, NAV_HEADING=89.985, NAV_PITCH=0.018, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.968}
178.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=1.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=9.957, NAV_HEADING=86.041, NAV_PITCH=0.033, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.252, NAV_VY=-0.160, NAV_X=17.107, NAV_Y=-40.387, NAV_YAW=-1.502, NAV_Z=-9.957}
180.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=3.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.038, NAV_HEADING=84.821, NAV_PITCH=0.030, NAV_ROLL=0.000, NAV_SPEED=0.300, NAV_VX=0.263, NAV_VY=-0.143, NAV_X=17.649, NAV_Y=-40.645, NAV_YAW=-1.480, NAV_Z=-10.038}
182.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=5.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.122, NAV_HEADING=83.434, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.299, NAV_VX=0.269, NAV_VY=-0.131, NAV_X=18.210, NAV_Y=-40.862, NAV_YAW=-1.456, NAV_Z=-10.122}
184.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=8.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.208, NAV_HEADING=81.821, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.300, NAV_VX=0.273, NAV_VY=-0.123, NAV_X=18.783, NAV_Y=-41.044, NAV_YAW=-1.428, NAV_Z=-10.208}
186.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=9.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.297, NAV_HEADING=80.267, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.300, NAV_VX=0.276, NAV_VY=-0.117, NAV_X=19.366, NAV_Y=-41.195, NAV_YAW=-1.401, NAV_Z=-10.297}
188.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.386, NAV_HEADING=79.249, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.300, NAV_VX=0.279, NAV_VY=-0.109, NAV_X=19.956, NAV_Y=-41.318, NAV_YAW=-1.383, NAV_Z=-10.386}
190.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.478, NAV_HEADING=78.384, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.299, NAV_VX=0.280, NAV_VY=-0.103, NAV_X=20.548, NAV_Y=-41.416, NAV_YAW=-1.368, NAV_Z=-10.478}
192.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.570, NAV_HEADING=77.914, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.282, NAV_VY=-0.096, NAV_X=21.143, NAV_Y=-41.494, NAV_YAW=-1.360, NAV_Z=-10.570}
194.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.664, NAV_HEADING=77.438, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.297, NAV_VX=0.283, NAV_VY=-0.089, NAV_X=21.737, NAV_Y=-41.553, NAV_YAW=-1.352, NAV_Z=-10.664}
196.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.759, NAV_HEADING=77.304, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.285, NAV_VY=-0.083, NAV_X=22.332, NAV_Y=-41.596, NAV_YAW=-1.349, NAV_Z=-10.759}
198.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.854, NAV_HEADING=77.036, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.078, NAV_X=22.926, NAV_Y=-41.626, NAV_YAW=-1.345, NAV_Z=-10.854}
200.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.950, NAV_HEADING=76.699, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.074, NAV_X=23.518, NAV_Y=-41.644, NAV_YAW=-1.339, NAV_Z=-10.950}
202.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.047, NAV_HEADING=76.590, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.070, NAV_X=24.110, NAV_Y=-41.651, NAV_YAW=-1.337, NAV_Z=-11.047}
204.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.144, NAV_HEADING=76.589, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.065, NAV_X=24.700, NAV_Y=-41.649, NAV_YAW=-1.337, NAV_Z=-11.144}
206.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.241, NAV_HEADING=76.646, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.287, NAV_VY=-0.061, NAV_X=25.289, NAV_Y=-41.639, NAV_YAW=-1.338, NAV_Z=-11.241}
208.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.339, NAV_HEADING=76.717, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.057, NAV_X=25.876, NAV_Y=-41.621, NAV_YAW=-1.339, NAV_Z=-11.339}
210.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.437, NAV_HEADING=76.867, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.054, NAV_X=26.463, NAV_Y=-41.597, NAV_YAW=-1.342, NAV_Z=-11.437}
212.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.536, NAV_HEADING=77.738, NAV_PITCH=0.022, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.047, NAV_X=27.047, NAV_Y=-41.568, NAV_YAW=-1.357, NAV_Z=-11.536}
214.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.635, NAV_HEADING=78.050, NAV_PITCH=0.023, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.043, NAV_X=27.630, NAV_Y=-41.535, NAV_YAW=-1.362, NAV_Z=-11.635}
216.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.734, NAV_HEADING=78.192, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.041, NAV_X=28.212, NAV_Y=-41.498, NAV_YAW=-1.365, NAV_Z=-11.734}
218.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.833, NAV_HEADING=78.248, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.039, NAV_X=28.793, NAV_Y=-41.459, NAV_YAW=-1.366, NAV_Z=-11.833}
220.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.933, NAV_HEADING=78.767, NAV_PITCH=0.023, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.288, NAV_VY=-0.035, NAV_X=29.373, NAV_Y=-41.416, NAV_YAW=-1.375, NAV_Z=-11.933}
222.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.032, NAV_HEADING=79.065, NAV_PITCH=0.023, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=29.953, NAV_Y=-41.371, NAV_YAW=-1.380, NAV_Z=-12.032}
224.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.132, NAV_HEADING=79.226, NAV_PITCH=0.023, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=30.532, NAV_Y=-41.324, NAV_YAW=-1.383, NAV_Z=-12.132}
226.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.231, NAV_HEADING=79.295, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.029, NAV_X=31.110, NAV_Y=-41.276, NAV_YAW=-1.384, NAV_Z=-12.231}
228.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.331, NAV_HEADING=78.593, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=31.687, NAV_Y=-41.225, NAV_YAW=-1.372, NAV_Z=-12.331}
230.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.430, NAV_HEADING=78.234, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.033, NAV_X=32.265, NAV_Y=-41.173, NAV_YAW=-1.365, NAV_Z=-12.430}
232.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.529, NAV_HEADING=77.564, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.035, NAV_X=32.843, NAV_Y=-41.119, NAV_YAW=-1.354, NAV_Z=-12.529}
234.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=13.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.628, NAV_HEADING=77.013, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.037, NAV_X=33.421, NAV_Y=-41.062, NAV_YAW=-1.344, NAV_Z=-12.628}
236.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=14.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.727, NAV_HEADING=76.376, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.039, NAV_X=33.999, NAV_Y=-41.003, NAV_YAW=-1.333, NAV_Z=-12.727}
238.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=50.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.825, NAV_HEADING=68.127, NAV_PITCH=0.030, NAV_ROLL=-0.004, NAV_SPEED=0.299, NAV_VX=0.289, NAV_VY=-0.077, NAV_X=34.592, NAV_Y=-40.937, NAV_YAW=-1.189, NAV_Z=-12.825}
240.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=52.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.920, NAV_HEADING=53.979, NAV_PITCH=0.059, NAV_ROLL=-0.012, NAV_SPEED=0.301, NAV_VX=0.268, NAV_VY=-0.137, NAV_X=35.188, NAV_Y=-40.860, NAV_YAW=-0.942, NAV_Z=-12.920}
242.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=55.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.009, NAV_HEADING=43.739, NAV_PITCH=0.058, NAV_ROLL=-0.009, NAV_SPEED=0.306, NAV_VX=0.258, NAV_VY=-0.165, NAV_X=35.792, NAV_Y=-40.741, NAV_YAW=-0.763, NAV_Z=-13.009}
244.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=57.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.095, NAV_HEADING=36.298, NAV_PITCH=0.050, NAV_ROLL=-0.003, NAV_SPEED=0.306, NAV_VX=0.254, NAV_VY=-0.171, NAV_X=36.382, NAV_Y=-40.561, NAV_YAW=-0.634, NAV_Z=-13.095}
246.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=59.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.179, NAV_HEADING=31.387, NAV_PITCH=0.041, NAV_ROLL=-0.001, NAV_SPEED=0.304, NAV_VX=0.256, NAV_VY=-0.165, NAV_X=36.946, NAV_Y=-40.320, NAV_YAW=-0.548, NAV_Z=-13.179}
248.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=63.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.263, NAV_HEADING=27.060, NAV_PITCH=0.037, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.258, NAV_VY=-0.159, NAV_X=37.481, NAV_Y=-40.025, NAV_YAW=-0.472, NAV_Z=-13.263}
250.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=65.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.349, NAV_HEADING=23.176, NAV_PITCH=0.037, NAV_ROLL=-0.002, NAV_SPEED=0.303, NAV_VX=0.262, NAV_VY=-0.153, NAV_X=37.984, NAV_Y=-39.684, NAV_YAW=-0.405, NAV_Z=-13.349}
252.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=66.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.433, NAV_HEADING=21.714, NAV_PITCH=0.032, NAV_ROLL=-0.000, NAV_SPEED=0.303, NAV_VX=0.269, NAV_VY=-0.140, NAV_X=38.446, NAV_Y=-39.310, NAV_YAW=-0.379, NAV_Z=-13.433}
254.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=66.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.523, NAV_HEADING=21.171, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.302, NAV_VX=0.275, NAV_VY=-0.124, NAV_X=38.902, NAV_Y=-38.886, NAV_YAW=-0.370, NAV_Z=-13.523}
256.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=67.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.613, NAV_HEADING=20.611, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.300, NAV_VX=0.278, NAV_VY=-0.114, NAV_X=39.321, NAV_Y=-38.451, NAV_YAW=-0.360, NAV_Z=-13.613}
258.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=68.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.705, NAV_HEADING=19.936, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.299, NAV_VX=0.280, NAV_VY=-0.106, NAV_X=39.720, NAV_Y=-38.001, NAV_YAW=-0.348, NAV_Z=-13.705}
260.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=70.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.798, NAV_HEADING=19.092, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.281, NAV_VY=-0.099, NAV_X=40.101, NAV_Y=-37.537, NAV_YAW=-0.333, NAV_Z=-13.798}
262.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=72.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.892, NAV_HEADING=18.221, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.282, NAV_VY=-0.095, NAV_X=40.466, NAV_Y=-37.063, NAV_YAW=-0.318, NAV_Z=-13.892}
264.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=73.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.986, NAV_HEADING=16.742, NAV_PITCH=0.029, NAV_ROLL=-0.001, NAV_SPEED=0.297, NAV_VX=0.282, NAV_VY=-0.093, NAV_X=40.816, NAV_Y=-36.579, NAV_YAW=-0.292, NAV_Z=-13.986}
266.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=74.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.081, NAV_HEADING=15.636, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.297, NAV_VX=0.282, NAV_VY=-0.091, NAV_X=41.151, NAV_Y=-36.086, NAV_YAW=-0.273, NAV_Z=-14.081}
268.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:SURVEYING running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=74.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.176, NAV_HEADING=14.446, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.283, NAV_VY=-0.089, NAV_X=41.471, NAV_Y=-35.584, NAV_YAW=-0.252, NAV_Z=-14.176}
