0.000 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.968, NAV_HEADING=89.985, NAV_PITCH=0.018, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.968}
364.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.731, NAV_HEADING=282.159, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.302, NAV_VX=0.278, NAV_VY=-0.117, NAV_X=37.974, NAV_Y=-9.849, NAV_YAW=1.359, NAV_Z=-18.731}
366.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.823, NAV_HEADING=281.891, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.300, NAV_VX=0.281, NAV_VY=-0.107, NAV_X=37.472, NAV_Y=-9.514, NAV_YAW=1.363, NAV_Z=-18.823}
368.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=18.916, NAV_HEADING=281.863, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.299, NAV_VX=0.283, NAV_VY=-0.096, NAV_X=36.959, NAV_Y=-9.200, NAV_YAW=1.364, NAV_Z=-18.916}
370.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.010, NAV_HEADING=281.992, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.298, NAV_VX=0.284, NAV_VY=-0.088, NAV_X=36.439, NAV_Y=-8.902, NAV_YAW=1.361, NAV_Z=-19.010}
372.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.105, NAV_HEADING=281.881, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.285, NAV_VY=-0.081, NAV_X=35.915, NAV_Y=-8.619, NAV_YAW=1.363, NAV_Z=-19.105}
374.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.201, NAV_HEADING=281.629, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.077, NAV_X=35.386, NAV_Y=-8.348, NAV_YAW=1.368, NAV_Z=-19.201}
376.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.298, NAV_HEADING=281.531, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.286, NAV_VY=-0.072, NAV_X=34.854, NAV_Y=-8.088, NAV_YAW=1.370, NAV_Z=-19.298}
378.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.395, NAV_HEADING=281.518, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.067, NAV_X=34.318, NAV_Y=-7.837, NAV_YAW=1.370, NAV_Z=-19.395}
380.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.492, NAV_HEADING=281.531, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.063, NAV_X=33.781, NAV_Y=-7.595, NAV_YAW=1.370, NAV_Z=-19.492}
382.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.590, NAV_HEADING=281.316, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.060, NAV_X=33.241, NAV_Y=-7.360, NAV_YAW=1.373, NAV_Z=-19.590}
384.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.688, NAV_HEADING=281.070, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.286, NAV_VY=-0.058, NAV_X=32.700, NAV_Y=-7.132, NAV_YAW=1.378, NAV_Z=-19.688}
386.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.786, NAV_HEADING=280.913, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.056, NAV_X=32.156, NAV_Y=-6.911, NAV_YAW=1.380, NAV_Z=-19.786}
388.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.884, NAV_HEADING=280.806, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.053, NAV_X=31.611, NAV_Y=-6.695, NAV_YAW=1.382, NAV_Z=-19.884}
390.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=19.983, NAV_HEADING=280.783, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.051, NAV_X=31.065, NAV_Y=-6.484, NAV_YAW=1.383, NAV_Z=-19.983}
392.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.081, NAV_HEADING=280.795, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.048, NAV_X=30.517, NAV_Y=-6.279, NAV_YAW=1.382, NAV_Z=-20.081}
394.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.180, NAV_HEADING=280.106, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.286, NAV_VY=-0.050, NAV_X=29.969, NAV_Y=-6.078, NAV_YAW=1.394, NAV_Z=-20.180}
396.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.279, NAV_HEADING=279.823, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.049, NAV_X=29.419, NAV_Y=-5.882, NAV_YAW=1.399, NAV_Z=-20.279}
398.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.377, NAV_HEADING=279.767, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.047, NAV_X=28.867, NAV_Y=-5.690, NAV_YAW=1.400, NAV_Z=-20.377}
400.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.476, NAV_HEADING=279.789, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.045, NAV_X=28.314, NAV_Y=-5.502, NAV_YAW=1.400, NAV_Z=-20.476}
402.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.575, NAV_HEADING=279.882, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.042, NAV_X=27.761, NAV_Y=-5.318, NAV_YAW=1.398, NAV_Z=-20.575}
404.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.673, NAV_HEADING=279.992, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.040, NAV_X=27.207, NAV_Y=-5.137, NAV_YAW=1.396, NAV_Z=-20.673}
406.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.773, NAV_HEADING=279.671, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.040, NAV_X=26.653, NAV_Y=-4.960, NAV_YAW=1.402, NAV_Z=-20.773}
408.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.872, NAV_HEADING=279.176, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.041, NAV_X=26.098, NAV_Y=-4.785, NAV_YAW=1.411, NAV_Z=-20.872}
410.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=20.970, NAV_HEADING=279.050, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.040, NAV_X=25.541, NAV_Y=-4.613, NAV_YAW=1.413, NAV_Z=-20.970}
412.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.069, NAV_HEADING=279.039, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.039, NAV_X=24.984, NAV_Y=-4.445, NAV_YAW=1.413, NAV_Z=-21.069}
414.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.168, NAV_HEADING=279.096, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.037, NAV_X=24.426, NAV_Y=-4.279, NAV_YAW=1.412, NAV_Z=-21.168}
416.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.267, NAV_HEADING=279.203, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.035, NAV_X=23.868, NAV_Y=-4.117, NAV_YAW=1.410, NAV_Z=-21.267}
418.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.366, NAV_HEADING=279.308, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.034, NAV_X=23.309, NAV_Y=-3.956, NAV_YAW=1.408, NAV_Z=-21.366}
420.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.466, NAV_HEADING=279.205, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.033, NAV_X=22.750, NAV_Y=-3.798, NAV_YAW=1.410, NAV_Z=-21.466}
422.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.565, NAV_HEADING=278.720, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.034, NAV_X=22.191, NAV_Y=-3.641, NAV_YAW=1.419, NAV_Z=-21.565}
424.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.664, NAV_HEADING=278.505, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.034, NAV_X=21.631, NAV_Y=-3.487, NAV_YAW=1.422, NAV_Z=-21.664}
426.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.763, NAV_HEADING=278.390, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.034, NAV_X=21.070, NAV_Y=-3.335, NAV_YAW=1.424, NAV_Z=-21.763}
428.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.862, NAV_HEADING=278.347, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.033, NAV_X=20.509, NAV_Y=-3.185, NAV_YAW=1.425, NAV_Z=-21.862}
430.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=21.961, NAV_HEADING=278.362, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=19.947, NAV_Y=-3.038, NAV_YAW=1.425, NAV_Z=-21.961}
432.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.060, NAV_HEADING=278.359, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=19.385, NAV_Y=-2.892, NAV_YAW=1.425, NAV_Z=-22.060}
434.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.159, NAV_HEADING=277.781, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.033, NAV_X=18.823, NAV_Y=-2.748, NAV_YAW=1.435, NAV_Z=-22.159}
436.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.258, NAV_HEADING=277.536, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.033, NAV_X=18.260, NAV_Y=-2.606, NAV_YAW=1.439, NAV_Z=-22.258}
438.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.357, NAV_HEADING=277.447, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=17.696, NAV_Y=-2.466, NAV_YAW=1.441, NAV_Z=-22.357}
440.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.456, NAV_HEADING=277.435, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=17.132, NAV_Y=-2.328, NAV_YAW=1.441, NAV_Z=-22.456}
442.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.555, NAV_HEADING=277.458, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.030, NAV_X=16.567, NAV_Y=-2.192, NAV_YAW=1.441, NAV_Z=-22.555}
444.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.655, NAV_HEADING=277.126, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=16.003, NAV_Y=-2.058, NAV_YAW=1.446, NAV_Z=-22.655}
446.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.754, NAV_HEADING=276.811, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=15.438, NAV_Y=-1.925, NAV_YAW=1.452, NAV_Z=-22.754}
448.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.853, NAV_HEADING=276.634, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=14.872, NAV_Y=-1.795, NAV_YAW=1.455, NAV_Z=-22.853}
450.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=173.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=22.952, NAV_HEADING=276.554, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=14.306, NAV_Y=-1.666, NAV_YAW=1.456, NAV_Z=-22.952}
452.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.051, NAV_HEADING=276.432, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=13.739, NAV_Y=-1.539, NAV_YAW=1.459, NAV_Z=-23.051}
454.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.150, NAV_HEADING=275.924, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=13.173, NAV_Y=-1.415, NAV_YAW=1.467, NAV_Z=-23.150}
456.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.249, NAV_HEADING=275.692, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.033, NAV_X=12.605, NAV_Y=-1.291, NAV_YAW=1.471, NAV_Z=-23.249}
