0.000 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.966, NAV_HEADING=89.999, NAV_PITCH=0.017, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.966}
182.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=3.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.069, NAV_HEADING=85.646, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.300, NAV_VX=0.279, NAV_VY=-0.111, NAV_X=19.673, NAV_Y=-40.717, NAV_YAW=-1.495, NAV_Z=-10.069}
184.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=5.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.160, NAV_HEADING=84.666, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.299, NAV_VX=0.280, NAV_VY=-0.105, NAV_X=20.251, NAV_Y=-40.884, NAV_YAW=-1.478, NAV_Z=-10.160}
186.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=7.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.252, NAV_HEADING=83.159, NAV_PITCH=0.029, NAV_ROLL=-0.001, NAV_SPEED=0.298, NAV_VX=0.280, NAV_VY=-0.102, NAV_X=20.832, NAV_Y=-41.029, NAV_YAW=-1.451, NAV_Z=-10.252}
188.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=8.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.345, NAV_HEADING=81.620, NAV_PITCH=0.030, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.281, NAV_VY=-0.100, NAV_X=21.418, NAV_Y=-41.154, NAV_YAW=-1.425, NAV_Z=-10.345}
190.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=9.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.439, NAV_HEADING=80.087, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.297, NAV_VX=0.281, NAV_VY=-0.098, NAV_X=22.007, NAV_Y=-41.259, NAV_YAW=-1.398, NAV_Z=-10.439}
192.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.533, NAV_HEADING=79.039, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.297, NAV_VX=0.282, NAV_VY=-0.094, NAV_X=22.598, NAV_Y=-41.345, NAV_YAW=-1.379, NAV_Z=-10.533}
194.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.627, NAV_HEADING=78.293, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.297, NAV_VX=0.283, NAV_VY=-0.090, NAV_X=23.191, NAV_Y=-41.413, NAV_YAW=-1.366, NAV_Z=-10.627}
196.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.723, NAV_HEADING=78.013, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.296, NAV_VX=0.284, NAV_VY=-0.084, NAV_X=23.785, NAV_Y=-41.465, NAV_YAW=-1.362, NAV_Z=-10.723}
198.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.818, NAV_HEADING=77.305, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.081, NAV_X=24.377, NAV_Y=-41.503, NAV_YAW=-1.349, NAV_Z=-10.818}
200.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=10.915, NAV_HEADING=77.078, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.076, NAV_X=24.970, NAV_Y=-41.529, NAV_YAW=-1.345, NAV_Z=-10.915}
202.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.011, NAV_HEADING=77.154, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.070, NAV_X=25.562, NAV_Y=-41.543, NAV_YAW=-1.347, NAV_Z=-11.011}
204.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.108, NAV_HEADING=77.285, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.065, NAV_X=26.152, NAV_Y=-41.547, NAV_YAW=-1.349, NAV_Z=-11.108}
206.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.206, NAV_HEADING=77.461, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.287, NAV_VY=-0.060, NAV_X=26.741, NAV_Y=-41.544, NAV_YAW=-1.352, NAV_Z=-11.206}
208.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.304, NAV_HEADING=77.604, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.056, NAV_X=27.328, NAV_Y=-41.533, NAV_YAW=-1.354, NAV_Z=-11.304}
210.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.403, NAV_HEADING=77.716, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.053, NAV_X=27.915, NAV_Y=-41.517, NAV_YAW=-1.356, NAV_Z=-11.403}
212.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.501, NAV_HEADING=77.819, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.050, NAV_X=28.500, NAV_Y=-41.495, NAV_YAW=-1.358, NAV_Z=-11.501}
214.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.600, NAV_HEADING=77.854, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.047, NAV_X=29.084, NAV_Y=-41.468, NAV_YAW=-1.359, NAV_Z=-11.600}
216.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.699, NAV_HEADING=78.369, NAV_PITCH=0.023, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.043, NAV_X=29.667, NAV_Y=-41.438, NAV_YAW=-1.368, NAV_Z=-11.699}
218.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=10.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.798, NAV_HEADING=78.931, NAV_PITCH=0.022, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.038, NAV_X=30.249, NAV_Y=-41.403, NAV_YAW=-1.378, NAV_Z=-11.798}
220.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.897, NAV_HEADING=78.937, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.037, NAV_X=30.829, NAV_Y=-41.366, NAV_YAW=-1.378, NAV_Z=-11.897}
222.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=11.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=11.997, NAV_HEADING=78.655, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.037, NAV_X=31.409, NAV_Y=-41.327, NAV_YAW=-1.373, NAV_Z=-11.997}
224.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=12.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.096, NAV_HEADING=77.717, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.040, NAV_X=31.989, NAV_Y=-41.285, NAV_YAW=-1.356, NAV_Z=-12.096}
226.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=13.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.195, NAV_HEADING=76.472, NAV_PITCH=0.027, NAV_ROLL=-0.001, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.045, NAV_X=32.568, NAV_Y=-41.240, NAV_YAW=-1.335, NAV_Z=-12.195}
228.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=46.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.293, NAV_HEADING=75.482, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.286, NAV_VY=-0.048, NAV_X=33.149, NAV_Y=-41.191, NAV_YAW=-1.317, NAV_Z=-12.293}
230.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=47.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.391, NAV_HEADING=68.005, NAV_PITCH=0.035, NAV_ROLL=-0.003, NAV_SPEED=0.294, NAV_VX=0.282, NAV_VY=-0.082, NAV_X=33.741, NAV_Y=-41.134, NAV_YAW=-1.187, NAV_Z=-12.391}
232.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=50.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.486, NAV_HEADING=57.352, NAV_PITCH=0.051, NAV_ROLL=-0.008, NAV_SPEED=0.298, NAV_VX=0.271, NAV_VY=-0.125, NAV_X=34.332, NAV_Y=-41.065, NAV_YAW=-1.001, NAV_Z=-12.486}
234.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=52.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.577, NAV_HEADING=48.334, NAV_PITCH=0.052, NAV_ROLL=-0.007, NAV_SPEED=0.303, NAV_VX=0.263, NAV_VY=-0.149, NAV_X=34.930, NAV_Y=-40.961, NAV_YAW=-0.844, NAV_Z=-12.577}
236.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=54.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.665, NAV_HEADING=41.683, NAV_PITCH=0.046, NAV_ROLL=-0.003, NAV_SPEED=0.304, NAV_VX=0.260, NAV_VY=-0.157, NAV_X=35.522, NAV_Y=-40.806, NAV_YAW=-0.728, NAV_Z=-12.665}
238.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=56.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.752, NAV_HEADING=36.317, NAV_PITCH=0.041, NAV_ROLL=-0.002, NAV_SPEED=0.303, NAV_VX=0.259, NAV_VY=-0.157, NAV_X=36.096, NAV_Y=-40.597, NAV_YAW=-0.634, NAV_Z=-12.752}
240.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=58.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.838, NAV_HEADING=32.254, NAV_PITCH=0.038, NAV_ROLL=-0.001, NAV_SPEED=0.303, NAV_VX=0.261, NAV_VY=-0.153, NAV_X=36.647, NAV_Y=-40.338, NAV_YAW=-0.563, NAV_Z=-12.838}
242.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=61.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=12.925, NAV_HEADING=29.025, NAV_PITCH=0.035, NAV_ROLL=-0.001, NAV_SPEED=0.303, NAV_VX=0.265, NAV_VY=-0.146, NAV_X=37.173, NAV_Y=-40.033, NAV_YAW=-0.507, NAV_Z=-12.925}
244.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=64.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.013, NAV_HEADING=26.051, NAV_PITCH=0.034, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.268, NAV_VY=-0.140, NAV_X=37.674, NAV_Y=-39.690, NAV_YAW=-0.455, NAV_Z=-13.013}
246.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=65.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.102, NAV_HEADING=24.011, NAV_PITCH=0.033, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.272, NAV_VY=-0.132, NAV_X=38.150, NAV_Y=-39.312, NAV_YAW=-0.419, NAV_Z=-13.102}
248.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=65.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.191, NAV_HEADING=22.532, NAV_PITCH=0.030, NAV_ROLL=-0.000, NAV_SPEED=0.301, NAV_VX=0.275, NAV_VY=-0.123, NAV_X=38.601, NAV_Y=-38.907, NAV_YAW=-0.393, NAV_Z=-13.191}
250.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=66.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.282, NAV_HEADING=21.723, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.301, NAV_VX=0.278, NAV_VY=-0.114, NAV_X=39.029, NAV_Y=-38.480, NAV_YAW=-0.379, NAV_Z=-13.282}
252.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=67.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.375, NAV_HEADING=21.190, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.299, NAV_VX=0.280, NAV_VY=-0.105, NAV_X=39.437, NAV_Y=-38.037, NAV_YAW=-0.370, NAV_Z=-13.375}
254.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=68.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.468, NAV_HEADING=20.775, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.298, NAV_VX=0.282, NAV_VY=-0.097, NAV_X=39.827, NAV_Y=-37.581, NAV_YAW=-0.363, NAV_Z=-13.468}
256.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=69.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.562, NAV_HEADING=20.336, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.297, NAV_VX=0.283, NAV_VY=-0.091, NAV_X=40.202, NAV_Y=-37.114, NAV_YAW=-0.355, NAV_Z=-13.562}
258.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=70.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.657, NAV_HEADING=19.682, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.284, NAV_VY=-0.086, NAV_X=40.562, NAV_Y=-36.639, NAV_YAW=-0.344, NAV_Z=-13.657}
260.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=72.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.753, NAV_HEADING=18.344, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.283, NAV_VY=-0.086, NAV_X=40.910, NAV_Y=-36.157, NAV_YAW=-0.320, NAV_Z=-13.753}
262.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=73.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.849, NAV_HEADING=16.829, NAV_PITCH=0.029, NAV_ROLL=-0.001, NAV_SPEED=0.295, NAV_VX=0.283, NAV_VY=-0.086, NAV_X=41.246, NAV_Y=-35.668, NAV_YAW=-0.294, NAV_Z=-13.849}
264.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=74.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=13.944, NAV_HEADING=15.696, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.283, NAV_VY=-0.085, NAV_X=41.570, NAV_Y=-35.169, NAV_YAW=-0.274, NAV_Z=-13.944}
266.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=74.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.040, NAV_HEADING=14.259, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.283, NAV_VY=-0.085, NAV_X=41.880, NAV_Y=-34.664, NAV_YAW=-0.249, NAV_Z=-14.040}
268.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=74.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.136, NAV_HEADING=13.794, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.284, NAV_VY=-0.081, NAV_X=42.179, NAV_Y=-34.150, NAV_YAW=-0.241, NAV_Z=-14.136}
270.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.233, NAV_HEADING=13.370, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.284, NAV_VY=-0.077, NAV_X=42.466, NAV_Y=-33.632, NAV_YAW=-0.233, NAV_Z=-14.233}
272.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.329, NAV_HEADING=13.189, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.285, NAV_VY=-0.072, NAV_X=42.742, NAV_Y=-33.109, NAV_YAW=-0.230, NAV_Z=-14.329}
274.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=75.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.426, NAV_HEADING=13.264, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.067, NAV_X=43.009, NAV_Y=-32.582, NAV_YAW=-0.231, NAV_Z=-14.426}
276.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=76.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.524, NAV_HEADING=12.779, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.293, NAV_VX=0.285, NAV_VY=-0.065, NAV_X=43.267, NAV_Y=-32.053, NAV_YAW=-0.223, NAV_Z=-14.524}
278.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=77.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.622, NAV_HEADING=12.160, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.293, NAV_VX=0.285, NAV_VY=-0.064, NAV_X=43.517, NAV_Y=-31.521, NAV_YAW=-0.212, NAV_Z=-14.622}
