0.000 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.966, NAV_HEADING=89.999, NAV_PITCH=0.017, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.966}
378.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.463, NAV_HEADING=281.423, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.207, NAV_VX=0.200, NAV_VY=-0.054, NAV_X=35.142, NAV_Y=-8.346, NAV_YAW=1.371, NAV_Z=-19.463}
380.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.565, NAV_HEADING=281.395, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.208, NAV_VX=0.201, NAV_VY=-0.051, NAV_X=34.766, NAV_Y=-8.164, NAV_YAW=1.372, NAV_Z=-19.565}
382.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.667, NAV_HEADING=281.491, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.048, NAV_X=34.388, NAV_Y=-7.986, NAV_YAW=1.370, NAV_Z=-19.667}
384.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.769, NAV_HEADING=281.621, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.046, NAV_X=34.009, NAV_Y=-7.813, NAV_YAW=1.368, NAV_Z=-19.769}
386.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.871, NAV_HEADING=281.771, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.043, NAV_X=33.628, NAV_Y=-7.644, NAV_YAW=1.365, NAV_Z=-19.871}
388.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.973, NAV_HEADING=281.893, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.207, NAV_VX=0.202, NAV_VY=-0.041, NAV_X=33.247, NAV_Y=-7.478, NAV_YAW=1.363, NAV_Z=-19.973}
390.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.075, NAV_HEADING=281.693, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.206, NAV_VX=0.202, NAV_VY=-0.040, NAV_X=32.864, NAV_Y=-7.315, NAV_YAW=1.367, NAV_Z=-20.075}
392.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.177, NAV_HEADING=281.331, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.206, NAV_VX=0.202, NAV_VY=-0.040, NAV_X=32.481, NAV_Y=-7.155, NAV_YAW=1.373, NAV_Z=-20.177}
394.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.279, NAV_HEADING=281.181, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.206, NAV_VX=0.202, NAV_VY=-0.039, NAV_X=32.097, NAV_Y=-6.998, NAV_YAW=1.376, NAV_Z=-20.279}
396.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.381, NAV_HEADING=281.121, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.206, NAV_VX=0.203, NAV_VY=-0.038, NAV_X=31.711, NAV_Y=-6.844, NAV_YAW=1.377, NAV_Z=-20.381}
398.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.483, NAV_HEADING=281.127, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.206, NAV_VX=0.203, NAV_VY=-0.036, NAV_X=31.325, NAV_Y=-6.693, NAV_YAW=1.377, NAV_Z=-20.483}
400.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.585, NAV_HEADING=281.158, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.206, NAV_VX=0.203, NAV_VY=-0.035, NAV_X=30.938, NAV_Y=-6.544, NAV_YAW=1.376, NAV_Z=-20.585}
402.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.687, NAV_HEADING=281.185, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.206, NAV_VX=0.203, NAV_VY=-0.034, NAV_X=30.550, NAV_Y=-6.398, NAV_YAW=1.376, NAV_Z=-20.687}
404.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.789, NAV_HEADING=281.192, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.206, NAV_VX=0.203, NAV_VY=-0.033, NAV_X=30.162, NAV_Y=-6.253, NAV_YAW=1.375, NAV_Z=-20.789}
406.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=168.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.891, NAV_HEADING=281.229, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.032, NAV_X=29.774, NAV_Y=-6.111, NAV_YAW=1.375, NAV_Z=-20.891}
408.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=20.993, NAV_HEADING=281.024, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.031, NAV_X=29.385, NAV_Y=-5.970, NAV_YAW=1.378, NAV_Z=-20.993}
410.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.095, NAV_HEADING=280.675, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.032, NAV_X=28.996, NAV_Y=-5.832, NAV_YAW=1.384, NAV_Z=-21.095}
412.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.197, NAV_HEADING=280.482, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.031, NAV_X=28.606, NAV_Y=-5.695, NAV_YAW=1.388, NAV_Z=-21.197}
414.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.299, NAV_HEADING=280.403, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.031, NAV_X=28.215, NAV_Y=-5.560, NAV_YAW=1.389, NAV_Z=-21.299}
416.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.401, NAV_HEADING=280.368, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.030, NAV_X=27.824, NAV_Y=-5.427, NAV_YAW=1.390, NAV_Z=-21.401}
418.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.503, NAV_HEADING=280.346, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.029, NAV_X=27.432, NAV_Y=-5.295, NAV_YAW=1.390, NAV_Z=-21.503}
420.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.605, NAV_HEADING=280.362, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.028, NAV_X=27.040, NAV_Y=-5.165, NAV_YAW=1.390, NAV_Z=-21.605}
422.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.707, NAV_HEADING=280.367, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.027, NAV_X=26.648, NAV_Y=-5.037, NAV_YAW=1.390, NAV_Z=-21.707}
424.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=169.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.809, NAV_HEADING=280.398, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.027, NAV_X=26.255, NAV_Y=-4.910, NAV_YAW=1.389, NAV_Z=-21.809}
426.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=21.911, NAV_HEADING=280.395, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.026, NAV_X=25.862, NAV_Y=-4.784, NAV_YAW=1.389, NAV_Z=-21.911}
428.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.013, NAV_HEADING=279.489, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.203, NAV_VX=0.201, NAV_VY=-0.029, NAV_X=25.473, NAV_Y=-4.661, NAV_YAW=1.405, NAV_Z=-22.013}
430.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.115, NAV_HEADING=279.205, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.029, NAV_X=25.081, NAV_Y=-4.538, NAV_YAW=1.410, NAV_Z=-22.115}
432.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.217, NAV_HEADING=279.188, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.028, NAV_X=24.687, NAV_Y=-4.417, NAV_YAW=1.410, NAV_Z=-22.217}
434.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.319, NAV_HEADING=279.301, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.027, NAV_X=24.293, NAV_Y=-4.297, NAV_YAW=1.408, NAV_Z=-22.319}
436.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.421, NAV_HEADING=279.424, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.026, NAV_X=23.898, NAV_Y=-4.179, NAV_YAW=1.406, NAV_Z=-22.421}
438.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.523, NAV_HEADING=279.526, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.025, NAV_X=23.503, NAV_Y=-4.062, NAV_YAW=1.405, NAV_Z=-22.523}
440.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.625, NAV_HEADING=279.623, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.205, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=23.108, NAV_Y=-3.946, NAV_YAW=1.403, NAV_Z=-22.625}
442.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.727, NAV_HEADING=279.704, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=22.712, NAV_Y=-3.831, NAV_YAW=1.401, NAV_Z=-22.727}
444.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=170.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.829, NAV_HEADING=279.728, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.022, NAV_X=22.317, NAV_Y=-3.717, NAV_YAW=1.401, NAV_Z=-22.829}
446.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=22.932, NAV_HEADING=279.124, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.202, NAV_VX=0.201, NAV_VY=-0.024, NAV_X=21.923, NAV_Y=-3.605, NAV_YAW=1.412, NAV_Z=-22.932}
448.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.034, NAV_HEADING=278.541, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.026, NAV_X=21.529, NAV_Y=-3.493, NAV_YAW=1.422, NAV_Z=-23.034}
450.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.136, NAV_HEADING=278.413, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.025, NAV_X=21.133, NAV_Y=-3.383, NAV_YAW=1.424, NAV_Z=-23.136}
452.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.238, NAV_HEADING=278.468, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.025, NAV_X=20.737, NAV_Y=-3.274, NAV_YAW=1.423, NAV_Z=-23.238}
454.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.340, NAV_HEADING=278.553, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=20.340, NAV_Y=-3.165, NAV_YAW=1.422, NAV_Z=-23.340}
456.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.442, NAV_HEADING=278.637, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=19.943, NAV_Y=-3.058, NAV_YAW=1.420, NAV_Z=-23.442}
458.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.544, NAV_HEADING=278.705, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.022, NAV_X=19.545, NAV_Y=-2.952, NAV_YAW=1.419, NAV_Z=-23.544}
460.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=171.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.646, NAV_HEADING=278.746, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.021, NAV_X=19.147, NAV_Y=-2.847, NAV_YAW=1.418, NAV_Z=-23.646}
462.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.748, NAV_HEADING=278.262, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.202, NAV_VX=0.201, NAV_VY=-0.023, NAV_X=18.751, NAV_Y=-2.743, NAV_YAW=1.427, NAV_Z=-23.748}
464.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.850, NAV_HEADING=277.624, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.202, NAV_VY=-0.025, NAV_X=18.355, NAV_Y=-2.640, NAV_YAW=1.438, NAV_Z=-23.850}
466.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=23.952, NAV_HEADING=277.483, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=17.957, NAV_Y=-2.538, NAV_YAW=1.440, NAV_Z=-23.952}
468.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.054, NAV_HEADING=277.501, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.024, NAV_X=17.559, NAV_Y=-2.437, NAV_YAW=1.440, NAV_Z=-24.054}
470.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.156, NAV_HEADING=277.625, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.023, NAV_X=17.160, NAV_Y=-2.337, NAV_YAW=1.438, NAV_Z=-24.156}
472.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.258, NAV_HEADING=277.718, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.022, NAV_X=16.760, NAV_Y=-2.238, NAV_YAW=1.436, NAV_Z=-24.258}
474.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=172.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=24.360, NAV_HEADING=277.796, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.204, NAV_VX=0.203, NAV_VY=-0.021, NAV_X=16.361, NAV_Y=-2.140, NAV_YAW=1.435, NAV_Z=-24.360}
